Epoch	ClsLoss	DecLoss	DivLoss	LossSum	Accuracy
119	0.00001936	0.00858057	0.00000000	0.00859994	1.00000000
120	0.00002002	0.00893200	0.00000000	0.00895202	1.00000000
121	0.00001992	0.00862074	0.00000000	0.00864066	1.00000000
122	0.00002048	0.00888184	0.00000000	0.00890232	1.00000000
123	0.00001818	0.00813676	0.00000000	0.00815494	1.00000000
124	0.00001860	0.00845482	0.00000000	0.00847342	1.00000000
125	0.00001853	0.00862462	0.00000000	0.00864315	1.00000000
126	0.00001901	0.00904434	0.00000000	0.00906335	1.00000000
127	0.00001957	0.00835322	0.00000000	0.00837279	1.00000000
128	0.00001737	0.00854123	0.00000000	0.00855860	1.00000000
129	0.00001800	0.00876423	0.00000000	0.00878222	1.00000000
130	0.00001797	0.00851816	0.00000000	0.00853613	1.00000000
131	0.00001830	0.00870985	0.00000000	0.00872815	1.00000000
132	0.00001784	0.00828492	0.00000000	0.00830275	1.00000000
133	0.00001793	0.00857438	0.00000000	0.00859232	1.00000000
134	0.00001760	0.00798116	0.00000000	0.00799877	1.00000000
135	0.00001855	0.00901678	0.00000000	0.00903533	1.00000000
136	0.00001819	0.00847238	0.00000000	0.00849057	1.00000000
137	0.00001754	0.00813477	0.00000000	0.00815231	1.00000000
138	0.00001647	0.00809518	0.00000000	0.00811164	1.00000000
139	0.00001704	0.00873118	0.00000000	0.00874822	1.00000000
140	0.00001706	0.00837711	0.00000000	0.00839417	1.00000000
141	0.00001671	0.00855046	0.00000000	0.00856717	1.00000000
142	0.00001708	0.00813545	0.00000000	0.00815253	1.00000000
143	0.00001763	0.00832864	0.00000000	0.00834628	1.00000000
144	0.00001527	0.00823499	0.00000000	0.00825026	1.00000000
145	0.00001685	0.00848343	0.00000000	0.00850028	1.00000000
146	0.00001664	0.00841127	0.00000000	0.00842791	1.00000000
147	0.00001626	0.00831251	0.00000000	0.00832877	1.00000000
148	0.00001570	0.00844028	0.00000000	0.00845597	1.00000000
149	0.00001656	0.00847889	0.00000000	0.00849545	1.00000000
150	0.00001620	0.00845238	0.00000000	0.00846858	1.00000000
151	0.00001642	0.00829881	0.00000000	0.00831523	1.00000000
152	0.00001564	0.00853496	0.00000000	0.00855060	1.00000000
153	0.00001516	0.00822392	0.00000000	0.00823908	1.00000000
154	0.00001513	0.00845805	0.00000000	0.00847319	1.00000000
155	0.00001458	0.00847774	0.00000000	0.00849232	1.00000000
156	0.00001499	0.00797294	0.00000000	0.00798793	1.00000000
157	0.00001476	0.00858420	0.00000000	0.00859896	1.00000000
158	0.00001563	0.00842065	0.00000000	0.00843628	1.00000000
159	0.00001466	0.00836371	0.00000000	0.00837836	1.00000000
160	0.00001453	0.00829921	0.00000000	0.00831374	1.00000000
161	0.00001469	0.00847011	0.00000000	0.00848480	1.00000000
162	0.00001538	0.00814835	0.00000000	0.00816372	1.00000000
163	0.00001443	0.00840913	0.00000000	0.00842356	1.00000000
164	0.00001481	0.00775941	0.00000000	0.00777421	1.00000000
165	0.00001431	0.00823873	0.00000000	0.00825305	1.00000000
166	0.00001464	0.00826849	0.00000000	0.00828312	1.00000000
167	0.00001469	0.00818255	0.00000000	0.00819724	1.00000000
168	0.00001434	0.00816968	0.00000000	0.00818403	1.00000000
169	0.00001427	0.00796182	0.00000000	0.00797609	1.00000000
170	0.00001362	0.00819262	0.00000000	0.00820624	1.00000000
171	0.00001360	0.00826982	0.00000000	0.00828342	1.00000000
172	0.00001408	0.00782584	0.00000000	0.00783992	1.00000000
173	0.00001391	0.00829881	0.00000000	0.00831272	1.00000000
174	0.00001361	0.00791241	0.00000000	0.00792602	1.00000000
175	0.00001319	0.00807124	0.00000000	0.00808444	1.00000000
176	0.00001341	0.00836752	0.00000000	0.00838094	1.00000000
177	0.00001379	0.00770847	0.00000000	0.00772227	1.00000000
178	0.00001432	0.00807133	0.00000000	0.00808565	1.00000000
179	0.00001469	0.00831722	0.00000000	0.00833191	1.00000000
180	0.00001347	0.00797409	0.00000000	0.00798755	1.00000000
181	0.00001280	0.00781306	0.00000000	0.00782586	1.00000000
182	0.00001379	0.00813812	0.00000000	0.00815190	1.00000000
183	0.00001420	0.00796032	0.00000000	0.00797452	1.00000000
184	0.00001384	0.00821172	0.00000000	0.00822557	1.00000000
185	0.00001418	0.00818638	0.00000000	0.00820056	1.00000000
186	0.00001339	0.00821678	0.00000000	0.00823017	1.00000000
187	0.00001300	0.00782545	0.00000000	0.00783845	1.00000000
188	0.00001277	0.00831249	0.00000000	0.00832526	1.00000000
189	0.00001237	0.00816960	0.00000000	0.00818197	1.00000000
190	0.00001281	0.00776244	0.00000000	0.00777525	1.00000000
191	0.00001315	0.00817275	0.00000000	0.00818590	1.00000000
192	0.00001424	0.00818070	0.00000000	0.00819495	1.00000000
193	0.00001236	0.00829252	0.00000000	0.00830487	1.00000000
194	0.00001257	0.00813828	0.00000000	0.00815086	1.00000000
195	0.00001247	0.00783485	0.00000000	0.00784732	1.00000000
196	0.00001233	0.00827896	0.00000000	0.00829129	1.00000000
197	0.00001247	0.00739389	0.00000000	0.00740636	1.00000000
198	0.00001276	0.00814871	0.00000000	0.00816148	1.00000000
199	0.00001192	0.00795721	0.00000000	0.00796913	1.00000000
200	0.00001268	0.00795601	0.00000000	0.00796868	1.00000000
